Schuljahr,Stufe,Schulgemeinde,Geschlecht,Nationalitaet,Anzahl
2016/2017,Kindergartenstufe,Weinfelden PSG,männlich,Ausland,28
2016/2017,Kindergartenstufe,Weinfelden PSG,männlich,Schweiz,75
2016/2017,Kindergartenstufe,Weinfelden PSG,weiblich,Ausland,29
2016/2017,Kindergartenstufe,Weinfelden PSG,weiblich,Schweiz,70
2016/2017,Kindergartenstufe,Wigoltingen VSG,männlich,Ausland,5
2016/2017,Kindergartenstufe,Wigoltingen VSG,männlich,Schweiz,37
2016/2017,Kindergartenstufe,Wigoltingen VSG,weiblich,Ausland,5
2016/2017,Kindergartenstufe,Wigoltingen VSG,weiblich,Schweiz,23
2016/2017,Kindergartenstufe,Wilen bei Wil PSG,männlich,Ausland,5
2016/2017,Kindergartenstufe,Wilen bei Wil PSG,männlich,Schweiz,33
2016/2017,Kindergartenstufe,Wilen bei Wil PSG,weiblich,Ausland,5
2016/2017,Kindergartenstufe,Wilen bei Wil PSG,weiblich,Schweiz,27
2016/2017,Primar Mittelstufe,Aadorf VSG,männlich,Ausland,17
2016/2017,Primar Mittelstufe,Aadorf VSG,männlich,Schweiz,101
2016/2017,Primar Mittelstufe,Aadorf VSG,weiblich,Ausland,20
2016/2017,Primar Mittelstufe,Aadorf VSG,weiblich,Schweiz,110
2016/2017,Primar Mittelstufe,Altnau PSG,männlich,Ausland,7
2016/2017,Primar Mittelstufe,Altnau PSG,männlich,Schweiz,36
2016/2017,Primar Mittelstufe,Altnau PSG,weiblich,Ausland,4
2016/2017,Primar Mittelstufe,Altnau PSG,weiblich,Schweiz,26
2016/2017,Primar Mittelstufe,Amlikon Holzhäusern PSG,männlich,Ausland,1
2016/2017,Primar Mittelstufe,Amlikon Holzhäusern PSG,männlich,Schweiz,15
2016/2017,Primar Mittelstufe,Amlikon Holzhäusern PSG,weiblich,Schweiz,13
2016/2017,Primar Mittelstufe,Amriswil VSG,männlich,Ausland,69
2016/2017,Primar Mittelstufe,Amriswil VSG,männlich,Schweiz,151
2016/2017,Primar Mittelstufe,Amriswil VSG,weiblich,Ausland,68
2016/2017,Primar Mittelstufe,Amriswil VSG,weiblich,Schweiz,159
2016/2017,Primar Mittelstufe,Arbon PSG,männlich,Ausland,66
2016/2017,Primar Mittelstufe,Arbon PSG,männlich,Schweiz,101
2016/2017,Primar Mittelstufe,Arbon PSG,weiblich,Ausland,67
2016/2017,Primar Mittelstufe,Arbon PSG,weiblich,Schweiz,84
2016/2017,Primar Mittelstufe,Berg-Birwinken VSG,männlich,Ausland,9
2016/2017,Primar Mittelstufe,Berg-Birwinken VSG,männlich,Schweiz,49
2016/2017,Primar Mittelstufe,Berg-Birwinken VSG,weiblich,Ausland,10
2016/2017,Primar Mittelstufe,Berg-Birwinken VSG,weiblich,Schweiz,73
2016/2017,Primar Mittelstufe,Berlingen PG,männlich,Ausland,2
2016/2017,Primar Mittelstufe,Berlingen PG,männlich,Schweiz,4
2016/2017,Primar Mittelstufe,Berlingen PG,weiblich,Ausland,1
2016/2017,Primar Mittelstufe,Berlingen PG,weiblich,Schweiz,7
2016/2017,Primar Mittelstufe,Bettwiesen PSG,männlich,Ausland,1
2016/2017,Primar Mittelstufe,Bettwiesen PSG,männlich,Schweiz,9
2016/2017,Primar Mittelstufe,Bettwiesen PSG,weiblich,Ausland,6
2016/2017,Primar Mittelstufe,Bettwiesen PSG,weiblich,Schweiz,13
2016/2017,Primar Mittelstufe,Bichelsee-Balterswil VSG,männlich,Ausland,5
2016/2017,Primar Mittelstufe,Bichelsee-Balterswil VSG,männlich,Schweiz,55
2016/2017,Primar Mittelstufe,Bichelsee-Balterswil VSG,weiblich,Ausland,5
2016/2017,Primar Mittelstufe,Bichelsee-Balterswil VSG,weiblich,Schweiz,32
2016/2017,Primar Mittelstufe,Bischofszell VSG,männlich,Ausland,31
2016/2017,Primar Mittelstufe,Bischofszell VSG,männlich,Schweiz,133
2016/2017,Primar Mittelstufe,Bischofszell VSG,weiblich,Ausland,28
2016/2017,Primar Mittelstufe,Bischofszell VSG,weiblich,Schweiz,103
2016/2017,Primar Mittelstufe,Bottighofen PSG,männlich,Ausland,14
2016/2017,Primar Mittelstufe,Bottighofen PSG,männlich,Schweiz,15
2016/2017,Primar Mittelstufe,Bottighofen PSG,weiblich,Ausland,6
2016/2017,Primar Mittelstufe,Bottighofen PSG,weiblich,Schweiz,25
2016/2017,Primar Mittelstufe,Braunau PSG,männlich,Schweiz,11
2016/2017,Primar Mittelstufe,Braunau PSG,weiblich,Ausland,1
2016/2017,Primar Mittelstufe,Braunau PSG,weiblich,Schweiz,9
2016/2017,Primar Mittelstufe,Bürglen VSG,männlich,Ausland,22
2016/2017,Primar Mittelstufe,Bürglen VSG,männlich,Schweiz,29
2016/2017,Primar Mittelstufe,Bürglen VSG,weiblich,Ausland,13
2016/2017,Primar Mittelstufe,Bürglen VSG,weiblich,Schweiz,22
2016/2017,Primar Mittelstufe,Bussnang-Rothenhausen PSG,männlich,Ausland,1
2016/2017,Primar Mittelstufe,Bussnang-Rothenhausen PSG,männlich,Schweiz,12
2016/2017,Primar Mittelstufe,Bussnang-Rothenhausen PSG,weiblich,Ausland,2
2016/2017,Primar Mittelstufe,Bussnang-Rothenhausen PSG,weiblich,Schweiz,14
2016/2017,Primar Mittelstufe,Diessenhofen VSG,männlich,Ausland,30
2016/2017,Primar Mittelstufe,Diessenhofen VSG,männlich,Schweiz,88
2016/2017,Primar Mittelstufe,Diessenhofen VSG,weiblich,Ausland,35
2016/2017,Primar Mittelstufe,Diessenhofen VSG,weiblich,Schweiz,73
2016/2017,Primar Mittelstufe,Dozwil-Kesswil PSG,männlich,Ausland,7
2016/2017,Primar Mittelstufe,Dozwil-Kesswil PSG,männlich,Schweiz,27
2016/2017,Primar Mittelstufe,Dozwil-Kesswil PSG,weiblich,Ausland,7
2016/2017,Primar Mittelstufe,Dozwil-Kesswil PSG,weiblich,Schweiz,28
2016/2017,Primar Mittelstufe,Egnach VSG,männlich,Ausland,11
2016/2017,Primar Mittelstufe,Egnach VSG,männlich,Schweiz,74
2016/2017,Primar Mittelstufe,Egnach VSG,weiblich,Ausland,11
2016/2017,Primar Mittelstufe,Egnach VSG,weiblich,Schweiz,67
2016/2017,Primar Mittelstufe,Erlen VSG,männlich,Ausland,19
2016/2017,Primar Mittelstufe,Erlen VSG,männlich,Schweiz,58
2016/2017,Primar Mittelstufe,Erlen VSG,weiblich,Ausland,18
2016/2017,Primar Mittelstufe,Erlen VSG,weiblich,Schweiz,46
2016/2017,Primar Mittelstufe,Ermatingen PSG,männlich,Ausland,19
2016/2017,Primar Mittelstufe,Ermatingen PSG,männlich,Schweiz,37
2016/2017,Primar Mittelstufe,Ermatingen PSG,weiblich,Ausland,20
2016/2017,Primar Mittelstufe,Ermatingen PSG,weiblich,Schweiz,39
2016/2017,Primar Mittelstufe,Eschenz PSG,männlich,Ausland,4
2016/2017,Primar Mittelstufe,Eschenz PSG,männlich,Schweiz,15
2016/2017,Primar Mittelstufe,Eschenz PSG,weiblich,Ausland,3
2016/2017,Primar Mittelstufe,Eschenz PSG,weiblich,Schweiz,24
2016/2017,Primar Mittelstufe,Eschlikon VSG,männlich,Ausland,5
2016/2017,Primar Mittelstufe,Eschlikon VSG,männlich,Schweiz,63
2016/2017,Primar Mittelstufe,Eschlikon VSG,weiblich,Ausland,10
2016/2017,Primar Mittelstufe,Eschlikon VSG,weiblich,Schweiz,56
2016/2017,Primar Mittelstufe,Felben-Wellhausen PSG,männlich,Ausland,12
2016/2017,Primar Mittelstufe,Felben-Wellhausen PSG,männlich,Schweiz,46
2016/2017,Primar Mittelstufe,Felben-Wellhausen PSG,weiblich,Ausland,11
2016/2017,Primar Mittelstufe,Felben-Wellhausen PSG,weiblich,Schweiz,29
2016/2017,Primar Mittelstufe,Fischingen VSG,männlich,Ausland,4
2016/2017,Primar Mittelstufe,Fischingen VSG,männlich,Schweiz,41
2016/2017,Primar Mittelstufe,Fischingen VSG,weiblich,Ausland,2
2016/2017,Primar Mittelstufe,Fischingen VSG,weiblich,Schweiz,28
2016/2017,Primar Mittelstufe,Frasnacht PSG,männlich,Ausland,3
2016/2017,Primar Mittelstufe,Frasnacht PSG,männlich,Schweiz,15
2016/2017,Primar Mittelstufe,Frasnacht PSG,weiblich,Ausland,2
2016/2017,Primar Mittelstufe,Frasnacht PSG,weiblich,Schweiz,25
2016/2017,Primar Mittelstufe,Frauenfeld PSG,männlich,Ausland,81
2016/2017,Primar Mittelstufe,Frauenfeld PSG,männlich,Schweiz,269
2016/2017,Primar Mittelstufe,Frauenfeld PSG,weiblich,Ausland,99
2016/2017,Primar Mittelstufe,Frauenfeld PSG,weiblich,Schweiz,259
2016/2017,Primar Mittelstufe,Freidorf-Watt PSG,männlich,Ausland,4
2016/2017,Primar Mittelstufe,Freidorf-Watt PSG,männlich,Schweiz,27
2016/2017,Primar Mittelstufe,Freidorf-Watt PSG,weiblich,Ausland,1
2016/2017,Primar Mittelstufe,Freidorf-Watt PSG,weiblich,Schweiz,23
2016/2017,Primar Mittelstufe,Gachnang PSG,männlich,Ausland,9
2016/2017,Primar Mittelstufe,Gachnang PSG,männlich,Schweiz,66
2016/2017,Primar Mittelstufe,Gachnang PSG,weiblich,Ausland,6
2016/2017,Primar Mittelstufe,Gachnang PSG,weiblich,Schweiz,37
2016/2017,Primar Mittelstufe,Götighofen PSG,männlich,Ausland,2
2016/2017,Primar Mittelstufe,Götighofen PSG,männlich,Schweiz,12
2016/2017,Primar Mittelstufe,Götighofen PSG,weiblich,Ausland,3
2016/2017,Primar Mittelstufe,Götighofen PSG,weiblich,Schweiz,7
2016/2017,Primar Mittelstufe,Güttingen PSG,männlich,Ausland,5
2016/2017,Primar Mittelstufe,Güttingen PSG,männlich,Schweiz,19
2016/2017,Primar Mittelstufe,Güttingen PSG,weiblich,Ausland,2
2016/2017,Primar Mittelstufe,Güttingen PSG,weiblich,Schweiz,20
2016/2017,Primar Mittelstufe,Herdern-Dettighofen PSG,männlich,Ausland,2
2016/2017,Primar Mittelstufe,Herdern-Dettighofen PSG,männlich,Schweiz,15
2016/2017,Primar Mittelstufe,Herdern-Dettighofen PSG,weiblich,Ausland,1
2016/2017,Primar Mittelstufe,Herdern-Dettighofen PSG,weiblich,Schweiz,19
2016/2017,Primar Mittelstufe,Homburg PSG,männlich,Schweiz,19
2016/2017,Primar Mittelstufe,Homburg PSG,weiblich,Ausland,5
2016/2017,Primar Mittelstufe,Homburg PSG,weiblich,Schweiz,24
2016/2017,Primar Mittelstufe,Horn VSG,männlich,Ausland,7
2016/2017,Primar Mittelstufe,Horn VSG,männlich,Schweiz,38
2016/2017,Primar Mittelstufe,Horn VSG,weiblich,Ausland,4
2016/2017,Primar Mittelstufe,Horn VSG,weiblich,Schweiz,36
2016/2017,Primar Mittelstufe,Hüttlingen PSG,männlich,Ausland,1
2016/2017,Primar Mittelstufe,Hüttlingen PSG,männlich,Schweiz,19
2016/2017,Primar Mittelstufe,Hüttlingen PSG,weiblich,Schweiz,6
2016/2017,Primar Mittelstufe,Hüttwilen PSG,männlich,Ausland,2
2016/2017,Primar Mittelstufe,Hüttwilen PSG,männlich,Schweiz,24
2016/2017,Primar Mittelstufe,Hüttwilen PSG,weiblich,Ausland,1
2016/2017,Primar Mittelstufe,Hüttwilen PSG,weiblich,Schweiz,14
2016/2017,Primar Mittelstufe,Kemmental VSG,männlich,Ausland,5
2016/2017,Primar Mittelstufe,Kemmental VSG,männlich,Schweiz,34
2016/2017,Primar Mittelstufe,Kemmental VSG,weiblich,Ausland,3
2016/2017,Primar Mittelstufe,Kemmental VSG,weiblich,Schweiz,31
2016/2017,Primar Mittelstufe,Kreuzlingen PSG,männlich,Ausland,115
2016/2017,Primar Mittelstufe,Kreuzlingen PSG,männlich,Schweiz,101
2016/2017,Primar Mittelstufe,Kreuzlingen PSG,weiblich,Ausland,138
2016/2017,Primar Mittelstufe,Kreuzlingen PSG,weiblich,Schweiz,94
2016/2017,Primar Mittelstufe,Kt. St. Gallen,männlich,Schweiz,2
2016/2017,Primar Mittelstufe,Kt. St. Gallen,weiblich,Schweiz,3
2016/2017,Primar Mittelstufe,Langrickenbach PSG,männlich,Ausland,4
2016/2017,Primar Mittelstufe,Langrickenbach PSG,männlich,Schweiz,25
2016/2017,Primar Mittelstufe,Langrickenbach PSG,weiblich,Ausland,1
2016/2017,Primar Mittelstufe,Langrickenbach PSG,weiblich,Schweiz,11
2016/2017,Primar Mittelstufe,Lauchetal PSG,männlich,Ausland,4
2016/2017,Primar Mittelstufe,Lauchetal PSG,männlich,Schweiz,18
2016/2017,Primar Mittelstufe,Lauchetal PSG,weiblich,Ausland,8
2016/2017,Primar Mittelstufe,Lauchetal PSG,weiblich,Schweiz,13
2016/2017,Primar Mittelstufe,Lommis PSG,männlich,Ausland,2
2016/2017,Primar Mittelstufe,Lommis PSG,männlich,Schweiz,10
2016/2017,Primar Mittelstufe,Lommis PSG,weiblich,Ausland,2
2016/2017,Primar Mittelstufe,Lommis PSG,weiblich,Schweiz,15
2016/2017,Primar Mittelstufe,Mammern PG,männlich,Ausland,3
2016/2017,Primar Mittelstufe,Mammern PG,männlich,Schweiz,10
2016/2017,Primar Mittelstufe,Mammern PG,weiblich,Ausland,2
2016/2017,Primar Mittelstufe,Mammern PG,weiblich,Schweiz,10
2016/2017,Primar Mittelstufe,Märstetten PSG,männlich,Ausland,3
2016/2017,Primar Mittelstufe,Märstetten PSG,männlich,Schweiz,27
2016/2017,Primar Mittelstufe,Märstetten PSG,weiblich,Ausland,8
2016/2017,Primar Mittelstufe,Märstetten PSG,weiblich,Schweiz,24
2016/2017,Primar Mittelstufe,Matzingen PSG,männlich,Ausland,11
2016/2017,Primar Mittelstufe,Matzingen PSG,männlich,Schweiz,18
2016/2017,Primar Mittelstufe,Matzingen PSG,weiblich,Ausland,14
2016/2017,Primar Mittelstufe,Matzingen PSG,weiblich,Schweiz,32
2016/2017,Primar Mittelstufe,Müllheim PSG,männlich,Ausland,8
2016/2017,Primar Mittelstufe,Müllheim PSG,männlich,Schweiz,37
2016/2017,Primar Mittelstufe,Müllheim PSG,weiblich,Ausland,6
2016/2017,Primar Mittelstufe,Müllheim PSG,weiblich,Schweiz,37
2016/2017,Primar Mittelstufe,Münchwilen VSG,männlich,Ausland,21
2016/2017,Primar Mittelstufe,Münchwilen VSG,männlich,Schweiz,72
2016/2017,Primar Mittelstufe,Münchwilen VSG,weiblich,Ausland,14
2016/2017,Primar Mittelstufe,Münchwilen VSG,weiblich,Schweiz,69
2016/2017,Primar Mittelstufe,Münsterlingen PSG,männlich,Ausland,17
2016/2017,Primar Mittelstufe,Münsterlingen PSG,männlich,Schweiz,28
2016/2017,Primar Mittelstufe,Münsterlingen PSG,weiblich,Ausland,18
2016/2017,Primar Mittelstufe,Münsterlingen PSG,weiblich,Schweiz,27
2016/2017,Primar Mittelstufe,Neunforn PSG,männlich,Ausland,1
2016/2017,Primar Mittelstufe,Neunforn PSG,männlich,Schweiz,8
2016/2017,Primar Mittelstufe,Neunforn PSG,weiblich,Ausland,2
2016/2017,Primar Mittelstufe,Neunforn PSG,weiblich,Schweiz,14
2016/2017,Primar Mittelstufe,Nollen VSG,männlich,Ausland,3
2016/2017,Primar Mittelstufe,Nollen VSG,männlich,Schweiz,48
2016/2017,Primar Mittelstufe,Nollen VSG,weiblich,Ausland,6
2016/2017,Primar Mittelstufe,Nollen VSG,weiblich,Schweiz,52
2016/2017,Primar Mittelstufe,Nussbaumen PSG,männlich,Ausland,1
2016/2017,Primar Mittelstufe,Nussbaumen PSG,männlich,Schweiz,4
2016/2017,Primar Mittelstufe,Nussbaumen PSG,weiblich,Ausland,1
2016/2017,Primar Mittelstufe,Nussbaumen PSG,weiblich,Schweiz,13
2016/2017,Primar Mittelstufe,Oberhofen-Lengwil PSG,männlich,Ausland,2
2016/2017,Primar Mittelstufe,Oberhofen-Lengwil PSG,männlich,Schweiz,14
2016/2017,Primar Mittelstufe,Oberhofen-Lengwil PSG,weiblich,Ausland,3
2016/2017,Primar Mittelstufe,Oberhofen-Lengwil PSG,weiblich,Schweiz,13
2016/2017,Primar Mittelstufe,Ottoberg PSG,männlich,Schweiz,12
2016/2017,Primar Mittelstufe,Ottoberg PSG,weiblich,Schweiz,11
2016/2017,Primar Mittelstufe,Pfyn PSG,männlich,Ausland,2
2016/2017,Primar Mittelstufe,Pfyn PSG,männlich,Schweiz,27
2016/2017,Primar Mittelstufe,Pfyn PSG,weiblich,Ausland,7
2016/2017,Primar Mittelstufe,Pfyn PSG,weiblich,Schweiz,30
2016/2017,Primar Mittelstufe,Regio Märwil PSG,männlich,Ausland,4
2016/2017,Primar Mittelstufe,Regio Märwil PSG,männlich,Schweiz,29
2016/2017,Primar Mittelstufe,Regio Märwil PSG,weiblich,Ausland,1
2016/2017,Primar Mittelstufe,Regio Märwil PSG,weiblich,Schweiz,31
2016/2017,Primar Mittelstufe,Rickenbach PSG,männlich,Ausland,19
2016/2017,Primar Mittelstufe,Rickenbach PSG,männlich,Schweiz,17
2016/2017,Primar Mittelstufe,Rickenbach PSG,weiblich,Ausland,15
2016/2017,Primar Mittelstufe,Rickenbach PSG,weiblich,Schweiz,22
2016/2017,Primar Mittelstufe,Roggwil PSG,männlich,Ausland,2
2016/2017,Primar Mittelstufe,Roggwil PSG,männlich,Schweiz,22
2016/2017,Primar Mittelstufe,Roggwil PSG,weiblich,Schweiz,21
2016/2017,Primar Mittelstufe,Romanshorn PSG,männlich,Ausland,69
2016/2017,Primar Mittelstufe,Romanshorn PSG,männlich,Schweiz,80
2016/2017,Primar Mittelstufe,Romanshorn PSG,weiblich,Ausland,67
2016/2017,Primar Mittelstufe,Romanshorn PSG,weiblich,Schweiz,78
2016/2017,Primar Mittelstufe,Salenstein PG,männlich,Ausland,1
2016/2017,Primar Mittelstufe,Salenstein PG,männlich,Schweiz,10
2016/2017,Primar Mittelstufe,Salenstein PG,weiblich,Ausland,4
2016/2017,Primar Mittelstufe,Salenstein PG,weiblich,Schweiz,13
2016/2017,Primar Mittelstufe,Salmsach PG,männlich,Ausland,5
2016/2017,Primar Mittelstufe,Salmsach PG,männlich,Schweiz,11
2016/2017,Primar Mittelstufe,Salmsach PG,weiblich,Ausland,7
2016/2017,Primar Mittelstufe,Salmsach PG,weiblich,Schweiz,7
2016/2017,Primar Mittelstufe,Schönenberg-Kradolf PSG,männlich,Ausland,7
2016/2017,Primar Mittelstufe,Schönenberg-Kradolf PSG,männlich,Schweiz,24
2016/2017,Primar Mittelstufe,Schönenberg-Kradolf PSG,weiblich,Ausland,14
2016/2017,Primar Mittelstufe,Schönenberg-Kradolf PSG,weiblich,Schweiz,23
2016/2017,Primar Mittelstufe,Sirnach VG,männlich,Ausland,29
2016/2017,Primar Mittelstufe,Sirnach VG,männlich,Schweiz,83
2016/2017,Primar Mittelstufe,Sirnach VG,weiblich,Ausland,38
2016/2017,Primar Mittelstufe,Sirnach VG,weiblich,Schweiz,95
2016/2017,Primar Mittelstufe,Stachen PSG,männlich,Ausland,2
2016/2017,Primar Mittelstufe,Stachen PSG,männlich,Schweiz,8
2016/2017,Primar Mittelstufe,Stachen PSG,weiblich,Ausland,2
2016/2017,Primar Mittelstufe,Stachen PSG,weiblich,Schweiz,11
2016/2017,Primar Mittelstufe,Steckborn PSG,männlich,Ausland,11
2016/2017,Primar Mittelstufe,Steckborn PSG,männlich,Schweiz,42
2016/2017,Primar Mittelstufe,Steckborn PSG,weiblich,Ausland,10
2016/2017,Primar Mittelstufe,Steckborn PSG,weiblich,Schweiz,37
2016/2017,Primar Mittelstufe,Stettfurt PSG,männlich,Ausland,2
2016/2017,Primar Mittelstufe,Stettfurt PSG,männlich,Schweiz,16
2016/2017,Primar Mittelstufe,Stettfurt PSG,weiblich,Schweiz,30
2016/2017,Primar Mittelstufe,Sulgen PSG,männlich,Ausland,21
2016/2017,Primar Mittelstufe,Sulgen PSG,männlich,Schweiz,30
2016/2017,Primar Mittelstufe,Sulgen PSG,weiblich,Ausland,23
2016/2017,Primar Mittelstufe,Sulgen PSG,weiblich,Schweiz,34
2016/2017,Primar Mittelstufe,Tägerwilen VSG,männlich,Ausland,25
2016/2017,Primar Mittelstufe,Tägerwilen VSG,männlich,Schweiz,32
2016/2017,Primar Mittelstufe,Tägerwilen VSG,weiblich,Ausland,29
2016/2017,Primar Mittelstufe,Tägerwilen VSG,weiblich,Schweiz,54
2016/2017,Primar Mittelstufe,Thundorf PSG,männlich,Ausland,3
2016/2017,Primar Mittelstufe,Thundorf PSG,männlich,Schweiz,23
2016/2017,Primar Mittelstufe,Thundorf PSG,weiblich,Ausland,2
2016/2017,Primar Mittelstufe,Thundorf PSG,weiblich,Schweiz,22
2016/2017,Primar Mittelstufe,Tobel-Tägerschen PG,männlich,Ausland,7
2016/2017,Primar Mittelstufe,Tobel-Tägerschen PG,männlich,Schweiz,28
2016/2017,Primar Mittelstufe,Tobel-Tägerschen PG,weiblich,Ausland,2
2016/2017,Primar Mittelstufe,Tobel-Tägerschen PG,weiblich,Schweiz,16
2016/2017,Primar Mittelstufe,Uesslingen-Buch PSG,männlich,Schweiz,13
2016/2017,Primar Mittelstufe,Uesslingen-Buch PSG,weiblich,Ausland,1
2016/2017,Primar Mittelstufe,Uesslingen-Buch PSG,weiblich,Schweiz,15
2016/2017,Primar Mittelstufe,Uttwil PSG,männlich,Ausland,6
2016/2017,Primar Mittelstufe,Uttwil PSG,männlich,Schweiz,27
2016/2017,Primar Mittelstufe,Uttwil PSG,weiblich,Ausland,4
2016/2017,Primar Mittelstufe,Uttwil PSG,weiblich,Schweiz,21
2016/2017,Primar Mittelstufe,Wagenhausen-Kaltenbach PSG,männlich,Ausland,5
2016/2017,Primar Mittelstufe,Wagenhausen-Kaltenbach PSG,männlich,Schweiz,24
2016/2017,Primar Mittelstufe,Wagenhausen-Kaltenbach PSG,weiblich,Ausland,4
2016/2017,Primar Mittelstufe,Wagenhausen-Kaltenbach PSG,weiblich,Schweiz,25
2016/2017,Primar Mittelstufe,Wängi VSG,männlich,Ausland,13
2016/2017,Primar Mittelstufe,Wängi VSG,männlich,Schweiz,54
2016/2017,Primar Mittelstufe,Wängi VSG,weiblich,Ausland,13
2016/2017,Primar Mittelstufe,Wängi VSG,weiblich,Schweiz,56
2016/2017,Primar Mittelstufe,Warth-Weiningen PSG,männlich,Ausland,2
2016/2017,Primar Mittelstufe,Warth-Weiningen PSG,männlich,Schweiz,10
2016/2017,Primar Mittelstufe,Warth-Weiningen PSG,weiblich,Ausland,1
2016/2017,Primar Mittelstufe,Warth-Weiningen PSG,weiblich,Schweiz,10
2016/2017,Primar Mittelstufe,Weinfelden PSG,männlich,Ausland,36
2016/2017,Primar Mittelstufe,Weinfelden PSG,männlich,Schweiz,139
2016/2017,Primar Mittelstufe,Weinfelden PSG,weiblich,Ausland,41
2016/2017,Primar Mittelstufe,Weinfelden PSG,weiblich,Schweiz,107
2016/2017,Primar Mittelstufe,Wigoltingen VSG,männlich,Ausland,7
2016/2017,Primar Mittelstufe,Wigoltingen VSG,männlich,Schweiz,43
2016/2017,Primar Mittelstufe,Wigoltingen VSG,weiblich,Ausland,6
2016/2017,Primar Mittelstufe,Wigoltingen VSG,weiblich,Schweiz,47
2016/2017,Primar Mittelstufe,Wilen bei Wil PSG,männlich,Ausland,2
2016/2017,Primar Mittelstufe,Wilen bei Wil PSG,männlich,Schweiz,43
2016/2017,Primar Mittelstufe,Wilen bei Wil PSG,weiblich,Ausland,5
2016/2017,Primar Mittelstufe,Wilen bei Wil PSG,weiblich,Schweiz,56
2016/2017,Primar Unterstufe,Aadorf VSG,männlich,Ausland,25
2016/2017,Primar Unterstufe,Aadorf VSG,männlich,Schweiz,115
2016/2017,Primar Unterstufe,Aadorf VSG,weiblich,Ausland,15
2016/2017,Primar Unterstufe,Aadorf VSG,weiblich,Schweiz,116
2016/2017,Primar Unterstufe,Altnau PSG,männlich,Ausland,9
2016/2017,Primar Unterstufe,Altnau PSG,männlich,Schweiz,16
2016/2017,Primar Unterstufe,Altnau PSG,weiblich,Ausland,10
2016/2017,Primar Unterstufe,Altnau PSG,weiblich,Schweiz,31
2016/2017,Primar Unterstufe,Amlikon Holzhäusern PSG,männlich,Ausland,1
2016/2017,Primar Unterstufe,Amlikon Holzhäusern PSG,männlich,Schweiz,26
2016/2017,Primar Unterstufe,Amlikon Holzhäusern PSG,weiblich,Schweiz,12
2016/2017,Primar Unterstufe,Amriswil VSG,männlich,Ausland,92
2016/2017,Primar Unterstufe,Amriswil VSG,männlich,Schweiz,136
2016/2017,Primar Unterstufe,Amriswil VSG,weiblich,Ausland,75
2016/2017,Primar Unterstufe,Amriswil VSG,weiblich,Schweiz,137
2016/2017,Primar Unterstufe,Arbon PSG,männlich,Ausland,68
2016/2017,Primar Unterstufe,Arbon PSG,männlich,Schweiz,98
2016/2017,Primar Unterstufe,Arbon PSG,weiblich,Ausland,64
2016/2017,Primar Unterstufe,Arbon PSG,weiblich,Schweiz,106
2016/2017,Primar Unterstufe,Ausland,weiblich,Ausland,1
2016/2017,Primar Unterstufe,Berg-Birwinken VSG,männlich,Ausland,8
2016/2017,Primar Unterstufe,Berg-Birwinken VSG,männlich,Schweiz,60
2016/2017,Primar Unterstufe,Berg-Birwinken VSG,weiblich,Ausland,8
2016/2017,Primar Unterstufe,Berg-Birwinken VSG,weiblich,Schweiz,53
2016/2017,Primar Unterstufe,Berlingen PG,männlich,Schweiz,9
2016/2017,Primar Unterstufe,Berlingen PG,weiblich,Ausland,1
2016/2017,Primar Unterstufe,Berlingen PG,weiblich,Schweiz,6
2016/2017,Primar Unterstufe,Bettwiesen PSG,männlich,Ausland,5
2016/2017,Primar Unterstufe,Bettwiesen PSG,männlich,Schweiz,12
2016/2017,Primar Unterstufe,Bettwiesen PSG,weiblich,Ausland,2
2016/2017,Primar Unterstufe,Bettwiesen PSG,weiblich,Schweiz,20
2016/2017,Primar Unterstufe,Bichelsee-Balterswil VSG,männlich,Ausland,4
2016/2017,Primar Unterstufe,Bichelsee-Balterswil VSG,männlich,Schweiz,44
2016/2017,Primar Unterstufe,Bichelsee-Balterswil VSG,weiblich,Ausland,5
2016/2017,Primar Unterstufe,Bichelsee-Balterswil VSG,weiblich,Schweiz,38
2016/2017,Primar Unterstufe,Bischofszell VSG,männlich,Ausland,39
2016/2017,Primar Unterstufe,Bischofszell VSG,männlich,Schweiz,145
2016/2017,Primar Unterstufe,Bischofszell VSG,weiblich,Ausland,31
2016/2017,Primar Unterstufe,Bischofszell VSG,weiblich,Schweiz,129
2016/2017,Primar Unterstufe,Bottighofen PSG,männlich,Ausland,9
2016/2017,Primar Unterstufe,Bottighofen PSG,männlich,Schweiz,23
2016/2017,Primar Unterstufe,Bottighofen PSG,weiblich,Ausland,7
2016/2017,Primar Unterstufe,Bottighofen PSG,weiblich,Schweiz,16
2016/2017,Primar Unterstufe,Braunau PSG,männlich,Schweiz,17
2016/2017,Primar Unterstufe,Braunau PSG,weiblich,Ausland,1
2016/2017,Primar Unterstufe,Braunau PSG,weiblich,Schweiz,16
2016/2017,Primar Unterstufe,Bürglen VSG,männlich,Ausland,19
2016/2017,Primar Unterstufe,Bürglen VSG,männlich,Schweiz,39
2016/2017,Primar Unterstufe,Bürglen VSG,weiblich,Ausland,15
2016/2017,Primar Unterstufe,Bürglen VSG,weiblich,Schweiz,43
2016/2017,Primar Unterstufe,Bussnang-Rothenhausen PSG,männlich,Ausland,2
2016/2017,Primar Unterstufe,Bussnang-Rothenhausen PSG,männlich,Schweiz,17
2016/2017,Primar Unterstufe,Bussnang-Rothenhausen PSG,weiblich,Ausland,2
